type,elevation_ft,iata_code
closed,25,NA
closed,22,NA
heliport,820,NA
heliport,710,NA
heliport,360,NA
small_airport,355,NA
heliport,161,NA
heliport,23,NA
heliport,45,NA
heliport,12,NA
closed,1789,NA
closed,2260,NA
closed,2326,NA
closed,2701,NA
closed,2790,NA
closed,2715,NA
closed,3038,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
closed,NA,NA
closed,280,NA
small_airport,780,NA
heliport,630,NA
heliport,NA,NA
heliport,NA,NA
closed,883,NA
closed,680,NA
heliport,1,NA
heliport,935,NA
small_airport,4820,NA
closed,1904,NA
closed,NA,NA
closed,NA,NA
closed,3678,NA
closed,1089,NA
closed,1043,NA
heliport,1522,NA
heliport,86,NA
closed,1308,NA
closed,2080,NA
closed,52,NA
heliport,630,NA
small_airport,2989,NA
seaplane_base,853,NA
heliport,859,NA
seaplane_base,0,NA
closed,1358,NA
heliport,1050,NA
heliport,19,NA
small_airport,707,NA
small_airport,4127,NA
closed,128,NA
small_airport,7450,NA
closed,11,NA
small_airport,400,NA
closed,910,NA
closed,879,NA
heliport,327,NA
small_airport,710,NA
small_airport,1045,NA
closed,935,NA
closed,106,NA
small_airport,1600,NA
small_airport,689,NA
small_airport,584,NA
small_airport,1215,NA
small_airport,648,NA
heliport,69,NA
heliport,449,NA
closed,858,NA
heliport,1260,NA
heliport,578,NA
heliport,490,NA
heliport,63,NA
heliport,972,NA
heliport,387,NA
heliport,NA,NA
small_airport,2178,NA
heliport,606,NA
heliport,4475,NA
heliport,1083,NA
heliport,354,NA
heliport,985,NA
heliport,312,NA
heliport,1085,NA
heliport,407,NA
heliport,866,NA
heliport,449,NA
heliport,838,NA
heliport,988,NA
heliport,1017,NA
heliport,1969,NA
heliport,420,NA
heliport,443,NA
heliport,433,NA
heliport,1001,NA
heliport,548,NA
heliport,373,NA
heliport,367,NA
heliport,381,NA
heliport,1138,NA
heliport,656,NA
heliport,674,NA
heliport,949,NA
heliport,640,NA
heliport,1132,NA
heliport,966,NA
heliport,351,NA
heliport,1086,NA
heliport,692,NA
heliport,656,NA
heliport,2568,NA
heliport,2520,NA
heliport,464,NA
heliport,476,NA
heliport,556,NA
heliport,896,NA
heliport,330,NA
heliport,499,NA
heliport,499,NA
heliport,228,NA
heliport,794,NA
small_airport,1320,NA
heliport,780,NA
heliport,1923,NA
heliport,1921,NA
heliport,947,NA
heliport,442,NA
heliport,331,NA
heliport,696,NA
heliport,4250,NA
heliport,607,NA
closed,1155,NA
closed,1162,NA
heliport,607,NA
heliport,519,NA
heliport,1643,NA
heliport,253,NA
heliport,279,NA
heliport,272,NA
heliport,449,NA
small_airport,2890,NA
heliport,532,NA
closed,679,NA
heliport,122,NA
heliport,961,NA
heliport,966,NA
heliport,526,NA
heliport,194,NA
closed,3,NA
heliport,170,NA
small_airport,1287,NA
small_airport,2401,NA
small_airport,755,NA
small_airport,571,NA
heliport,97,NA
heliport,391,NA
heliport,24,NA
heliport,17,NA
heliport,256,NA
heliport,157,NA
small_airport,944,NA
small_airport,3638,NA
heliport,1486,NA
closed,1348,NA
heliport,3997,NA
small_airport,131,NA
closed,140,NA
closed,147,NA
heliport,652,NA
small_airport,2294,NA
small_airport,2207,NA
heliport,34,NA
small_airport,1110,NA
heliport,561,NA
small_airport,1400,NA
heliport,68,NA
heliport,213,NA
small_airport,650,NA
heliport,224,NA
small_airport,109,NA
heliport,5982,NA
small_airport,253,NA
small_airport,5313,NA
seaplane_base,360,NA
heliport,674,NA
small_airport,140,NA
small_airport,50,NA
small_airport,720,NA
small_airport,6565,NA
heliport,119,NA
heliport,607,NA
seaplane_base,78,NA
small_airport,187,NA
heliport,1309,NA
heliport,596,NA
small_airport,587,NA
closed,17,NA
closed,70,NA
closed,40,NA
heliport,140,NA
heliport,30,NA
heliport,1147,NA
small_airport,1064,NA
small_airport,1160,NA
small_airport,1304,NA
small_airport,1500,NA
small_airport,20,NA
heliport,48,NA
heliport,87,NA
heliport,NA,NA
heliport,1137,NA
heliport,386,NA
heliport,11,NA
heliport,1120,NA
heliport,1312,NA
heliport,1026,NA
closed,1051,NA
heliport,922,NA
heliport,1095,NA
heliport,633,NA
heliport,623,NA
heliport,584,NA
heliport,738,NA
heliport,1221,NA
heliport,472,NA
heliport,416,NA
closed,55,NA
heliport,45,NA
small_airport,1383,NA
closed,90,NA
heliport,1519,NA
heliport,4839,NA
heliport,517,NA
heliport,504,NA
small_airport,352,NA
closed,52,NA
closed,1087,NA
closed,58,NA
closed,22,NA
closed,22,NA
closed,23,NA
closed,29,NA
closed,50,NA
closed,22,NA
closed,35,NA
heliport,67,NA
heliport,3,NA
heliport,8,NA
closed,6,NA
closed,42,NA
heliport,43,NA
closed,72,NA
closed,36,NA
closed,714,NA
closed,702,NA
small_airport,938,NA
heliport,423,NA
heliport,686,NA
heliport,725,NA
heliport,820,NA
small_airport,2623,NA
closed,2578,NA
closed,398,NA
small_airport,1306,NA
closed,1136,NA
closed,1719,NA
closed,1862,NA
heliport,753,NA
heliport,604,NA
closed,4530,NA
closed,4828,NA
heliport,879,NA
small_airport,4750,NA
heliport,7,NA
closed,1986,NA
closed,31,NA
heliport,28,NA
heliport,312,NA
heliport,804,NA
heliport,695,NA
heliport,694,NA
heliport,952,NA
closed,643,NA
small_airport,668,NA
closed,642,NA
heliport,779,NA
small_airport,5784,NA
heliport,788,NA
heliport,3,NA
closed,NA,NA
heliport,3,NA
heliport,6,NA
heliport,5,NA
heliport,3,NA
closed,8,NA
small_airport,5400,NA
closed,6,NA
closed,6,NA
closed,3,NA
closed,12,NA
heliport,8,NA
closed,11,NA
small_airport,5000,NA
heliport,742,NA
small_airport,200,NA
heliport,418,NA
small_airport,32,NA
closed,5,NA
closed,6,NA
small_airport,804,NA
heliport,1001,NA
closed,5515,NA
small_airport,1369,NA
closed,1283,NA
closed,430,NA
closed,32,NA
closed,55,NA
closed,32,NA
heliport,36,NA
small_airport,42,NA
closed,82,NA
small_airport,502,NA
heliport,915,NA
small_airport,1509,NA
small_airport,4137,NA
closed,4130,NA
closed,89,NA
closed,78,NA
closed,52,NA
small_airport,204,NA
closed,1061,NA
small_airport,1615,NA
closed,2510,NA
closed,3117,NA
closed,2392,NA
closed,1639,NA
heliport,1275,NA
heliport,3108,NA
small_airport,1204,NA
closed,1251,NA
closed,4980,NA
closed,2730,NA
closed,2949,NA
small_airport,2947,NA
small_airport,1329,NA
small_airport,1359,NA
closed,943,NA
small_airport,3445,NA
closed,3203,NA
closed,18,NA
closed,12,NA
closed,9,NA
closed,13,NA
small_airport,300,NA
heliport,806,NA
closed,141,NA
small_airport,2848,NA
closed,8248,NA
closed,662,NA
small_airport,5512,NA
small_airport,5025,NA
closed,5072,NA
closed,5082,NA
heliport,NA,NA
closed,NA,NA
closed,700,NA
closed,651,NA
small_airport,950,NA
seaplane_base,1297,NA
small_airport,1051,NA
heliport,1000,NA
heliport,543,NA
heliport,614,NA
small_airport,669,NA
small_airport,1287,NA
small_airport,796,NA
heliport,847,NA
small_airport,1320,NA
heliport,372,NA
heliport,86,NA
seaplane_base,0,NA
small_airport,488,NA
heliport,752,NA
small_airport,1730,NA
small_airport,3900,NA
small_airport,748,NA
small_airport,62,NA
small_airport,602,NA
heliport,547,NA
closed,459,NA
closed,183,NA
heliport,452,NA
heliport,7,NA
closed,NA,NA
closed,90,NA
heliport,17,NA
heliport,NA,NA
small_airport,900,NA
closed,5194,NA
heliport,5855,NA
heliport,131,NA
heliport,5174,NA
heliport,5361,NA
small_airport,4832,NA
small_airport,641,NA
small_airport,774,NA
small_airport,7297,NA
heliport,1162,NA
heliport,121,NA
closed,115,NA
small_airport,377,NA
small_airport,989,NA
small_airport,902,NA
heliport,853,NA
small_airport,20,NA
heliport,NA,NA
heliport,6882,NA
heliport,1253,NA
heliport,6788,NA
small_airport,6754,NA
heliport,5742,NA
heliport,5144,NA
closed,5577,NA
heliport,3192,NA
small_airport,209,NA
heliport,419,NA
heliport,516,NA
small_airport,6060,NA
heliport,7382,NA
closed,1749,NA
closed,1597,NA
small_airport,2098,NA
closed,1800,NA
closed,13,NA
small_airport,935,NA
closed,1435,NA
closed,2789,NA
small_airport,3284,NA
closed,3273,NA
closed,3480,NA
small_airport,1768,NA
closed,2684,NA
closed,3569,NA
small_airport,2419,NA
small_airport,4321,NA
small_airport,2559,NA
small_airport,2098,NA
small_airport,5991,NA
closed,5883,NA
heliport,7247,NA
heliport,9554,NA
closed,4287,NA
closed,2585,NA
closed,4287,NA
closed,3009,NA
closed,3019,NA
small_airport,3091,NA
closed,1096,NA
closed,1099,NA
closed,2720,NA
closed,2680,NA
closed,2679,NA
closed,1088,NA
closed,2999,NA
closed,3268,NA
small_airport,905,NA
closed,205,NA
closed,252,NA
heliport,660,NA
heliport,940,NA
closed,1500,NA
heliport,8,NA
heliport,4,NA
heliport,1378,NA
heliport,702,NA
closed,6152,NA
small_airport,6369,NA
closed,6080,NA
small_airport,4582,NA
small_airport,6144,NA
closed,5710,NA
closed,4606,NA
small_airport,4219,NA
small_airport,5472,NA
small_airport,4616,NA
small_airport,4213,NA
small_airport,4242,NA
heliport,4452,NA
heliport,4449,NA
small_airport,4884,NA
small_airport,6241,NA
small_airport,4945,NA
closed,5300,NA
closed,4326,NA
small_airport,5081,NA
closed,5290,NA
small_airport,5961,NA
small_airport,7392,NA
small_airport,4390,NA
small_airport,381,NA
small_airport,4396,NA
small_airport,3971,NA
closed,4856,NA
closed,5285,NA
small_airport,6709,NA
closed,6847,NA
small_airport,7398,NA
closed,7500,NA
closed,4847,NA
small_airport,6312,NA
small_airport,5488,NA
small_airport,9683,NA
small_airport,6201,NA
closed,5207,NA
small_airport,4831,NA
small_airport,7493,NA
closed,4341,NA
closed,6844,NA
small_airport,4233,NA
small_airport,4654,NA
small_airport,5968,NA
closed,6522,NA
small_airport,8190,NA
closed,4803,NA
closed,8160,NA
small_airport,7026,NA
closed,6030,NA
closed,4501,NA
closed,5000,NA
small_airport,5210,NA
closed,5243,NA
small_airport,4938,NA
small_airport,4628,NA
small_airport,4241,NA
small_airport,5590,NA
small_airport,8276,NA
small_airport,6882,NA
closed,6749,NA
small_airport,4313,NA
closed,4080,NA
small_airport,4455,NA
small_airport,7950,NA
small_airport,5930,NA
closed,5951,NA
small_airport,4880,NA
small_airport,7336,NA
small_airport,6525,NA
small_airport,5886,NA
small_airport,8270,NA
small_airport,8110,NA
small_airport,4970,NA
closed,5753,NA
small_airport,4720,NA
small_airport,7747,NA
small_airport,4344,NA
small_airport,4774,NA
small_airport,5236,NA
small_airport,4850,NA
small_airport,9606,NA
small_airport,5799,NA
small_airport,5910,NA
small_airport,4669,NA
small_airport,6250,NA
small_airport,7888,NA
small_airport,5500,NA
small_airport,4979,NA
small_airport,5482,NA
small_airport,6263,NA
small_airport,8287,NA
small_airport,8390,NA
small_airport,5159,NA
small_airport,7162,NA
small_airport,7735,NA
small_airport,7345,NA
small_airport,5102,NA
small_airport,5240,NA
small_airport,6030,NA
small_airport,5476,NA
small_airport,7244,NA
small_airport,5420,NA
small_airport,7403,NA
small_airport,6405,NA
small_airport,714,NA
small_airport,384,NA
small_airport,1306,NA
heliport,1060,NA
heliport,1109,NA
heliport,1247,NA
heliport,1404,NA
heliport,1467,NA
small_airport,295,NA
closed,761,NA
closed,771,NA
closed,804,NA
closed,4,NA
closed,175,NA
closed,61,NA
heliport,52,NA
closed,34,NA
closed,72,NA
closed,30,NA
closed,NA,NA
closed,5585,NA
small_airport,4274,NA
small_airport,4267,NA
small_airport,3629,NA
closed,3710,NA
closed,4339,NA
closed,4551,NA
closed,4695,NA
closed,4108,NA
heliport,1071,NA
heliport,1385,NA
heliport,1066,NA
closed,5,NA
heliport,3,NA
seaplane_base,NA,NA
closed,1181,NA
heliport,NA,NA
small_airport,830,NA
heliport,75,NA
small_airport,5863,NA
small_airport,337,NA
small_airport,6575,NA
small_airport,4235,NA
closed,2680,NA
heliport,2654,NA
heliport,2587,NA
closed,3661,NA
closed,6538,NA
heliport,238,NA
heliport,353,NA
heliport,347,NA
heliport,357,NA
heliport,341,NA
closed,310,NA
small_airport,246,NA
small_airport,244,NA
small_airport,243,NA
small_airport,427,NA
closed,22,NA
closed,14,NA
small_airport,319,NA
small_airport,271,NA
small_airport,2440,NA
closed,4580,NA
closed,3936,NA
closed,4455,NA
closed,4906,NA
small_airport,5167,NA
closed,4764,NA
closed,6332,NA
closed,6344,NA
closed,4730,NA
small_airport,6415,NA
closed,4250,NA
small_airport,4664,NA
small_airport,4572,NA
closed,6931,NA
closed,714,NA
closed,36,NA
closed,49,NA
heliport,41,NA
closed,930,NA
small_airport,497,NA
small_airport,253,NA
closed,1910,NA
closed,3721,NA
heliport,28,NA
small_airport,1309,NA
closed,34,NA
small_airport,560,NA
heliport,1310,NA
small_airport,1153,NA
heliport,588,NA
heliport,1123,NA
heliport,940,NA
small_airport,969,NA
small_airport,6800,NA
heliport,984,NA
heliport,3680,NA
small_airport,177,NA
small_airport,164,NA
small_airport,166,NA
closed,4213,NA
closed,850,NA
closed,738,NA
heliport,3670,NA
small_airport,3260,NA
closed,4010,NA
closed,2001,NA
closed,2684,NA
small_airport,3967,NA
small_airport,250,NA
closed,1107,NA
small_airport,4229,NA
small_airport,1220,NA
small_airport,5420,NA
small_airport,5151,NA
small_airport,5650,NA
small_airport,502,NA
closed,4371,NA
small_airport,57,NA
closed,6354,NA
closed,3960,NA
small_airport,5522,NA
heliport,NA,NA
closed,86,NA
small_airport,219,NA
small_airport,179,NA
small_airport,200,NA
small_airport,17,NA
closed,3652,NA
closed,3623,NA
small_airport,3412,NA
closed,5490,NA
closed,5550,NA
small_airport,2536,NA
small_airport,3894,NA
small_airport,3151,NA
closed,3077,NA
closed,482,NA
closed,480,NA
closed,951,NA
small_airport,932,NA
closed,NA,NA
heliport,1537,NA
closed,592,NA
small_airport,2980,NA
small_airport,468,NA
closed,484,NA
small_airport,787,NA
small_airport,684,NA
closed,455,NA
closed,747,NA
small_airport,692,NA
closed,472,NA
small_airport,453,NA
small_airport,472,NA
closed,7589,NA
small_airport,9078,NA
closed,377,NA
closed,5732,NA
closed,720,NA
heliport,1407,NA
small_airport,5520,NA
closed,4885,NA
small_airport,5318,NA
heliport,2070,NA
heliport,1907,NA
heliport,1440,NA
heliport,1486,NA
small_airport,5991,NA
closed,202,NA
closed,6916,NA
closed,6657,NA
closed,6711,NA
small_airport,7949,NA
closed,943,NA
small_airport,2,NA
closed,2042,NA
small_airport,2133,NA
closed,2102,NA
closed,4550,NA
small_airport,3824,NA
heliport,4200,NA
small_airport,4081,NA
closed,4203,NA
closed,4047,NA
small_airport,4052,NA
closed,3994,NA
closed,3980,NA
heliport,4045,NA
heliport,4094,NA
heliport,4062,NA
closed,2893,NA
small_airport,320,NA
small_airport,376,NA
heliport,1983,NA
small_airport,688,NA
heliport,886,NA
heliport,6505,NA
closed,7512,NA
small_airport,7054,NA
closed,5953,NA
heliport,308,NA
closed,4323,NA
closed,353,NA
closed,1070,NA
closed,616,NA
small_airport,7245,NA
closed,6824,NA
heliport,6768,NA
small_airport,7613,NA
closed,7610,NA
closed,579,NA
closed,5325,NA
heliport,18,NA
small_airport,1684,NA
heliport,3572,NA
small_airport,4780,NA
closed,16,NA
closed,6,NA
closed,2638,NA
closed,43,NA
closed,1073,NA
small_airport,3842,NA
small_airport,4936,NA
small_airport,4904,NA
small_airport,5167,NA
small_airport,4850,NA
closed,3,NA
seaplane_base,NA,NA
heliport,330,NA
heliport,1073,NA
closed,340,NA
closed,943,NA
closed,544,NA
closed,1992,NA
closed,736,NA
heliport,NA,NA
seaplane_base,NA,NA
seaplane_base,NA,NA
seaplane_base,NA,NA
heliport,NA,NA
heliport,3,NA
seaplane_base,NA,NA
seaplane_base,NA,NA
heliport,618,NA
heliport,NA,NA
heliport,619,NA
heliport,4,NA
heliport,611,NA
closed,NA,NA
heliport,696,NA
heliport,671,NA
closed,488,NA
closed,1024,NA
closed,714,NA
closed,7973,NA
closed,7370,NA
small_airport,411,NA
small_airport,346,NA
small_airport,771,NA
small_airport,753,NA
small_airport,403,NA
heliport,860,NA
small_airport,629,NA
small_airport,1137,NA
small_airport,905,NA
heliport,700,NA
heliport,805,NA
small_airport,1050,NA
small_airport,95,NA
heliport,750,NA
heliport,130,NA
closed,3051,NA
small_airport,810,NA
closed,747,NA
closed,801,NA
small_airport,294,NA
seaplane_base,1660,NA
closed,999,NA
closed,2855,NA
small_airport,3,NA
closed,3,NA
closed,3070,NA
closed,12,NA
closed,587,NA
closed,879,NA
small_airport,10,NA
heliport,6152,NA
closed,400,NA
small_airport,927,NA
closed,15,NA
closed,20,NA
closed,1346,NA
closed,652,NA
closed,647,NA
closed,648,NA
closed,668,NA
closed,46,NA
closed,25,NA
small_airport,46,NA
closed,90,NA
closed,18,NA
closed,193,NA
small_airport,19,NA
heliport,286,NA
closed,1616,NA
small_airport,2168,NA
small_airport,2989,NA
heliport,3332,NA
heliport,3581,NA
closed,3184,NA
closed,2910,NA
closed,2992,NA
heliport,1569,NA
small_airport,801,NA
closed,1596,NA
closed,1630,NA
heliport,1197,NA
heliport,270,NA
heliport,214,NA
closed,4245,NA
closed,7225,NA
closed,7208,NA
heliport,711,NA
closed,581,NA
small_airport,4480,NA
small_airport,4354,NA
small_airport,4426,NA
small_airport,4288,NA
closed,NA,NA
closed,4281,NA
closed,4213,NA
heliport,4157,NA
small_airport,4311,NA
closed,4372,NA
closed,4374,NA
small_airport,4324,NA
closed,4551,NA
heliport,518,NA
heliport,997,NA
heliport,1464,NA
heliport,154,NA
heliport,561,NA
heliport,408,NA
heliport,981,NA
heliport,968,NA
heliport,1954,NA
heliport,1948,NA
closed,233,NA
closed,233,NA
closed,341,NA
small_airport,1054,NA
closed,1236,NA
closed,387,NA
closed,295,NA
closed,168,NA
heliport,302,NA
heliport,856,NA
heliport,NA,NA
closed,75,NA
small_airport,236,NA
small_airport,55,NA
closed,7,NA
small_airport,57,NA
small_airport,135,NA
small_airport,420,NA
small_airport,95,NA
heliport,324,NA
heliport,41,NA
heliport,18,NA
small_airport,2380,NA
small_airport,449,NA
small_airport,167,NA
small_airport,256,NA
small_airport,167,NA
closed,237,NA
small_airport,240,NA
small_airport,213,NA
closed,243,NA
closed,213,NA
small_airport,223,NA
small_airport,187,NA
small_airport,217,NA
small_airport,266,NA
small_airport,213,NA
closed,NA,NA
closed,NA,NA
small_airport,164,NA
small_airport,4,NA
small_airport,266,NA
small_airport,20,NA
small_airport,195,NA
small_airport,102,NA
closed,462,NA
heliport,57,NA
small_airport,59,NA
small_airport,64,NA
small_airport,72,NA
closed,70,NA
closed,5568,NA
closed,NA,NA
closed,NA,NA
closed,6083,NA
closed,5420,NA
heliport,827,NA
heliport,705,NA
small_airport,200,NA
closed,404,NA
closed,4602,NA
small_airport,734,NA
small_airport,1008,NA
small_airport,112,NA
small_airport,69,NA
small_airport,406,NA
small_airport,131,NA
small_airport,92,NA
small_airport,94,NA
small_airport,95,NA
small_airport,21,NA
small_airport,-135,NA
small_airport,4228,NA
small_airport,50,NA
small_airport,84,NA
small_airport,39,NA
small_airport,466,NA
small_airport,1827,NA
small_airport,738,NA
small_airport,73,NA
small_airport,760,NA
small_airport,4118,NA
small_airport,3308,NA
small_airport,90,NA
small_airport,73,NA
small_airport,3983,NA
heliport,1374,NA
heliport,2661,NA
heliport,4158,NA
small_airport,4364,NA
small_airport,2684,NA
small_airport,3433,NA
heliport,1953,NA
small_airport,1023,NA
heliport,NA,NA
small_airport,1211,NA
closed,166,NA
closed,202,NA
closed,252,NA
closed,327,NA
heliport,NA,NA
small_airport,7531,NA
small_airport,3392,NA
heliport,21,NA
closed,6,NA
closed,5,NA
heliport,2315,NA
heliport,5265,NA
closed,318,NA
heliport,5610,NA
small_airport,159,NA
closed,6,NA
closed,8,NA
closed,8,NA
closed,2540,NA
heliport,2020,NA
heliport,1392,NA
heliport,5600,NA
heliport,5515,NA
heliport,1489,NA
small_airport,341,NA
heliport,2623,NA
closed,564,NA
closed,450,NA
closed,118,NA
closed,212,NA
closed,118,NA
closed,126,NA
closed,338,NA
small_airport,1650,NA
heliport,5883,NA
heliport,5621,NA
closed,312,NA
closed,1594,NA
heliport,1115,NA
heliport,7,NA
closed,863,NA
closed,1232,NA
closed,230,NA
small_airport,313,NA
small_airport,154,NA
small_airport,344,NA
heliport,3986,NA
closed,736,NA
small_airport,1765,NA
small_airport,1985,NA
small_airport,1801,NA
small_airport,2936,NA
small_airport,4488,NA
heliport,5125,NA
closed,380,NA
heliport,220,NA
small_airport,764,NA
heliport,1075,NA
closed,1611,NA
closed,1637,NA
closed,2070,NA
closed,1709,NA
closed,364,NA
heliport,105,NA
small_airport,3015,NA
small_airport,3038,NA
closed,1506,NA
small_airport,26,NA
small_airport,20,NA
closed,34,NA
small_airport,33,NA
small_airport,6948,NA
small_airport,883,NA
heliport,1019,NA
heliport,690,NA
heliport,1581,NA
closed,700,NA
closed,546,NA
small_airport,4254,NA
seaplane_base,913,NA
small_airport,4925,NA
heliport,4715,NA
closed,900,NA
closed,1086,NA
small_airport,584,NA
small_airport,1526,NA
small_airport,1542,NA
small_airport,1765,NA
small_airport,2382,NA
small_airport,1878,NA
small_airport,1991,NA
small_airport,1960,NA
small_airport,1220,NA
small_airport,1660,NA
small_airport,1017,NA
small_airport,1363,NA
small_airport,5587,NA
small_airport,2342,NA
small_airport,2090,NA
closed,1785,NA
closed,1476,NA
closed,1451,NA
small_airport,3485,NA
closed,1932,NA
small_airport,2192,NA
small_airport,1483,NA
small_airport,2304,NA
heliport,1235,NA
small_airport,30,NA
closed,462,NA
small_airport,1362,NA
heliport,191,NA
closed,200,NA
closed,972,NA
closed,1024,NA
closed,1401,NA
closed,1437,NA
closed,1404,NA
closed,1421,NA
closed,3981,NA
closed,1003,NA
